1598918400000,347.56,376.05,343.20,367.42,1442379,1601510399999,39857.57873999,60822,717218,19810.10782571,0
1601021040000,347.56,347.56,347.41,347.55,82,1601021099999,2.36009495,4,70,2.01478611,0
1601021100000,347.67,348.17,346.95,348.17,1771,1601021159999,50.93963227,30,1221,35.11699791,0
1601021160000,347.46,347.97,347.28,347.97,382,1601021219999,10.99210589,14,12,0.34513349,0
1601021220000,347.97,348.23,347.80,348.00,558,1601021279999,16.03441758,16,9,0.25857036,0
1601021280000,348.00,348.00,347.50,347.50,559,1601021339999,16.06695505,17,9,0.25875042,0
1601021340000,347.50,347.74,347.50,347.50,494,1601021399999,14.21479613,17,45,1.29414061,0
1601021400000,347.50,347.53,347.41,347.53,507,1601021459999,14.58994131,6,9,0.25901351,0
1601021460000,347.06,347.48,347.06,347.48,26,1601021519999,0.74899234,6,23,0.66255693,0
1601021520000,347.42,347.45,347.00,347.14,181,1601021579999,5.21542315,8,18,0.51838268,0
1601021580000,347.00,347.38,347.00,347.15,335,1601021639999,9.65357623,13,33,0.95060866,0
1601021640000,347.14,347.19,347.00,347.01,286,1601021699999,8.24066688,13,105,3.02489219,0
1601021700000,347.06,347.11,347.00,347.11,138,1601021759999,3.97683481,6,18,0.51862156,0
1601021760000,347.10,348.09,347.10,348.09,51,1601021819999,1.46736249,9,12,0.34497636,0
1601021820000,348.28,348.31,347.47,348.29,3784,1601021879999,108.84759334,20,381,10.95759599,0
1601021880000,348.34,348.57,348.34,348.53,49,1601021939999,1.40626141,10,23,0.66015827,0
1601021940000,348.43,348.43,348.19,348.19,35,1601021999999,1.00480839,7,28,0.80378028,0
1601022000000,348.06,348.10,348.06,348.06,1040,1601022059999,29.87723732,7,1036,29.76231461,0
1601022060000,348.00,348.00,347.85,347.88,496,1601022119999,14.25422586,12,5,0.14372690,0
1601022120000,348.05,348.33,348.03,348.32,778,1601022179999,22.33638694,17,236,6.77572784,0
1601022180000,348.32,348.33,347.90,347.90,710,1601022239999,20.39132625,14,239,6.86811697,0
1601022240000,347.88,347.88,347.76,347.86,39,1601022299999,1.12123823,6,11,0.31628364,0
1601022300000,347.89,347.90,347.55,347.62,36,1601022359999,1.03519516,7,19,0.54645478,0
1601022360000,347.61,347.90,347.61,347.82,31,1601022419999,0.89148559,7,15,0.43145026,0
1601022420000,347.84,347.84,347.55,347.69,47,1601022479999,1.35165824,8,22,0.63278318,0
1601022480000,347.73,347.73,347.53,347.53,40,1601022539999,1.15073150,7,31,0.89177595,0
1601022540000,347.62,347.82,347.55,347.56,40,1601022599999,1.15079933,7,11,0.31644579,0
1601022600000,347.53,347.53,346.88,346.88,55,1601022659999,1.58416651,8,42,1.20970436,0
