1598918400000,438.07,495.78,304.60,345.31,92512636,1601510399999,2468070.63546178,848896,45252478,1208267.57943582,0
1598918400000,438.07,439.43,438.07,438.78,2324,1598918459999,52.95361645,18,1643,37.44269786,0
1598918460000,438.64,438.97,438.45,438.91,10210,1598918519999,232.69923277,53,8473,193.11954217,0
1598918520000,438.90,439.34,438.83,439.12,892,1598918579999,20.31833942,9,420,9.56981728,0
1598918580000,438.96,439.31,438.50,438.50,2492,1598918639999,56.75719830,26,1030,23.46262471,0
1598918640000,438.32,438.32,437.04,437.39,6999,1598918699999,159.88146075,58,3755,85.79002689,0
1598918700000,437.31,437.31,436.40,436.80,5829,1598918759999,133.49335685,60,2438,55.85081586,0
1598918760000,436.65,436.99,436.00,436.22,4147,1598918819999,95.02425233,44,2160,49.50305719,0
1598918820000,436.52,436.52,435.01,435.47,5488,1598918879999,125.98198747,56,2312,53.09548017,0
1598918880000,435.80,437.14,435.80,436.51,1903,1598918939999,43.58716865,19,1411,32.32237860,0
1598918940000,436.40,436.46,435.40,435.55,2444,1598918999999,56.08260297,27,930,21.35565930,0
1598919000000,435.58,436.09,435.58,436.07,2272,1598919059999,52.11796568,23,911,20.90027093,0
1598919060000,436.22,436.46,436.17,436.30,655,1598919119999,15.01013856,11,160,3.66726307,0
1598919120000,436.18,436.35,435.54,435.56,1481,1598919179999,33.96594487,16,556,12.74945115,0
1598919180000,435.50,435.64,435.29,435.63,1166,1598919239999,26.77472531,16,600,13.78022289,0
1598919240000,435.64,436.02,435.64,436.02,1155,1598919299999,26.49800873,12,613,14.06320250,0
1598919300000,436.27,436.59,436.20,436.20,506,1598919359999,11.59299993,6,252,5.77277320,0
1598919360000,436.29,436.29,435.73,435.75,1083,1598919419999,24.83834787,14,670,15.36587535,0
1598919420000,435.89,436.09,435.56,435.81,1098,1598919479999,25.19300311,14,518,11.88670340,0
1598919480000,435.79,436.07,435.45,435.45,962,1598919539999,22.07513852,19,298,6.84165448,0
1598919540000,435.34,435.83,435.28,435.33,1652,1598919599999,37.93467251,21,699,16.05555747,0
1598919600000,435.33,435.41,434.33,434.44,1765,1598919659999,40.57980182,17,846,19.45738861,0
1598919660000,434.38,435.15,433.07,434.66,8754,1598919719999,201.74057942,99,2838,65.40613952,0
1598919720000,434.39,434.89,434.24,434.68,3990,1598919779999,91.81880888,39,1753,40.34883630,0
1598919780000,434.71,434.71,433.51,433.51,11085,1598919839999,255.26127993,77,1921,44.29227096,0
1598919840000,433.66,434.01,433.10,434.01,3727,1598919899999,85.96196324,32,2263,52.20528389,0
1598919900000,433.88,434.64,433.70,434.34,3511,1598919959999,80.87286729,33,1624,37.41724190,0
1598919960000,434.63,435.18,434.63,434.69,1590,1598920019999,36.56010865,26,827,19.02368940,0
1598920020000,434.75,435.25,434.75,435.25,975,1598920079999,22.41405866,13,328,7.54208764,0
1598920080000,435.03,435.20,435.03,435.20,479,1598920139999,11.00867688,9,398,9.14691487,0
1598920140000,435.14,435.36,435.14,435.23,1115,1598920199999,25.61953211,15,513,11.78838931,0
1598920200000,435.22,435.22,434.56,434.85,1512,1598920259999,34.76140674,17,530,12.19042037,0
